schema|uuid|id|hierarchylevel|title|datasetcreationdate|abstract|keyword|geobox|constraints|securityconstraints|legalconstraints|temporalextent|image|responsibleparty|link|metadatacreationdate|productinformation|parentid
iso19139|442cae64-b447-478d-b384-545bc1d9ab48|292|dataset|N250 Kartdata||N250 Kartdata er en generalisering av N50 Kartdata og kartografisk tilpasset målestokk 1:100 000 - 1:300 000. N250 Kartdata dekker fastlands-Norge begrenset av riksgrensen mot nabolandene og territorialgrensen i havet. N250 Kartdata ajourføres kontinuerlig og distribueres ukentlig.|Administrative units,Utility and governmental services,Land cover,Buildings,Hydrography,Elevation,Geographical names,Transport networks,Protected sites,beredskapsbase,Inspire,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,fellesDatakatalog,Basis geodata,Norge fastland,Kartdata,N250,Vektor,N250 Kartdata,Landsdekkende,1:250000,N 250,1: 250 000,Kart over Norge,Vektor kart,National|4.00,32.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerCreative Commons BY 4.0 (CC BY 4.0),Creative Commons BY 4.0 (CC BY 4.0),|0001-01-01now|http://editor.geonorge.no/thumbnails/442cae64-b447-478d-b384-545bc1d9ab48_20151221155941_mini_n250raster.png,http://editor.geonorge.no/thumbnails/442cae64-b447-478d-b384-545bc1d9ab48_20151221155941_n250raster.png|Signy BergeKartverket+4732118100+4732118101Kartverksveien 21HønefossBuskerud3507 HønefossNorgesigny.berge@kartverket.no,Kartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/kartverket/n250-kartdataProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/kartverket/n250-kartdataProduktark,Produktside,https://register.geonorge.no/register/versjoner/tegneregler/kartverket/n250-kartdataTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:kv_n250_kartdatadekningsoversikt,https://kartverket.no/data/hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:kv_n250_kartdatadekningsoversikt rutenett,dekningsoversikt celle|
iso19139|6a21de44-5a66-49b3-89e9-88c8bd0b948f|287|dataset|N1000 Raster||N1000 Raster er en gjengivelse av temaene i N1000 Kartdata, og har en presentasjon som så langt hensiktsmessig er lik N500 Raster. N1000 Raster dekker fastlands-Norge og er begrenset av riksgrensen mot nabolandene og territorialgrensen i havet. N1000 Raster baserer seg på N1000 Kartdata og distribueres ukentlig. N1000 Raster på GeoTiFF-format leveres som ruter a 600 km x 600 km. Følgende referansefil medfølger: SOSI og TFW|Annet,Norge digitalt,Åpne data,beredskapsbase,fellesDatakatalog,Basis geodata,Norge fastland,Kartdata,N1000,Raster,N1000 Raster,Landsdekkende,1:1 000 000,Rasterkart,Kart over Norge|4.0,32.0,57.0,72.0|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerCreative Commons BY 4.0 (CC BY 4.0),Creative Commons BY 4.0 (CC BY 4.0),|0001-01-01now|http://editor.geonorge.no/thumbnails/6a21de44-5a66-49b3-89e9-88c8bd0b948f_20151221154202_mini_n1000raster.png,http://editor.geonorge.no/thumbnails/6a21de44-5a66-49b3-89e9-88c8bd0b948f_20151221154202_n1000raster.png|Signy BergeKartverket+4732118100+4732118101Kartverksveien 21HønefossBuskerud3507 HønefossNorgesigny.berge@kartverket.no,Kartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/kartverket/n1000-rasterProduktark,Produktside,https://register.geonorge.no/register/versjoner/tegneregler/kartverket/n1000-kartdataTegnforklaring,dekningsoversikt,https://kartverket.no/data/hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|af2c4a0a-1978-4e62-b08d-ed1f36bd5023|417|dataset|Trafikkmengde||Datasettet gir informasjon om representativ trafikkmengde for en vegstrekning på europa-, riks- eller fylkesveger. Trafikkmengden er beregnet gjennom trafikkdatasystemet, men kan også unntaksvis være subjektivt anslått. Det utgis som et årsdatasett og er sentralt i forvaltning av vegene. Vegnett som har oppstått etter årets ÅDT-beregninger vil kunne mangle data frem til neste års ÅDT-beregning. Datagrunnlaget for ÅDT-beregninger er data fra individuelle målepunkt på vegnettet (trafikkregistreringsstasjoner), disse finnes på |geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,fellesDatakatalog,Samferdsel,Norge fastland,Trafikkmengde,Trafikkdata,Veginformasjon,ÅDT,samferdsel,National|2,33,57,72|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|2014-01-012014-12-31|http://editor.geonorge.no/thumbnails/af2c4a0a-1978-4e62-b08d-ed1f36bd5023_20160203134510_mini_trafikkmengde-illustrasjon.PNG,http://editor.geonorge.no/thumbnails/af2c4a0a-1978-4e62-b08d-ed1f36bd5023_20160203134510_trafikkmengde-illustrasjon.PNG|Jan Ove StadheimStatens vegvesen81544010Spelhaugen 12BergenHordalandAskedalen 4 6863 LeikangerNorgejan.stadheim@vegvesen.no,Espen SveenStatens vegvesenespen.sveen@vegvesen.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/statens-vegvesen/trafikkmengdeProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/statens-vegvesen/trafikkmengdeProduktark,ftp://vegvesen.hostedftp.com/~StatensVegvesen/DOK/Trafikkmengde/Produktside,https://register.geonorge.no/register/versjoner/tegneregler/statens-vegvesen/trafikkmengdeTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:svv_trafikkmengdedekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:svv_trafikkmengdedekningsoversikt rutenett,dekningsoversikt celle|
iso19139|3165138f-1461-44fe-8b10-eac44e08a10a|116|dataset|FKB-Bane||FKB-Bane er en del av Felles Kartdatabase (FKB). FKB er en samling datasett som utgjør en sentral del av grunnkartet. Se metadataoppføring for Felles Kartdatabase for mer info.FKB-Bane omfatter data om infrastruktur for skinnegående kjøretøy, bl.a. jernbane, tunnelbane, forstadsbane, sporveg og kabelbane. Datasettet er avgrenset til den delen av infrastrukturen som betegnes overbygning, dvs. spor og plattform.Øvrige deler av infrastrukturen, i hovedsak underbygning (fylling, skjæring, bru, tunnel, støttemur mv), elkraftanlegg, signalanlegg og teleanlegg, omfattes av andre FKB-datasett, f.eks. FKB-Høydekurve, FKB-Bygning, FKB-BygnAnlegg og FKB-Ledning.FKB-data er ikke-sensistive og åpne data. FKB-dataene er finansiert gjennom Geovekst-samarbeidet, eller kommunene alene for kommuner som står utenfor Geovekst. FKB-dataene er fritt tilgjengelige for Norge digitalt parter og kan lastes ned gjennom nedlastingsløsningen på Geonorge. Private aktører må kjøpe tilgang til dataene gjennom en forhandler.|geodataloven,Norge digitalt,beredskapsbase,Det offentlige kartgrunnlaget,fellesDatakatalog,Basis geodata,Norge,Nasjonalt,FKB,Basiskart,Grunnkart,Jernbane,Tunnelbane,Sporveg,Bane,Jernbane|4.56,33.67,57.47,70.85|Bruksbegrensninger Nedlasting av data begrenset til Norge Digitalt avtaleparter. ,Nedlasting av data begrenset til Norge Digitalt avtaleparter.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorge digitalt begrenset,Norge digitalt begrenset,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorge digitalt-lisens,Norge digitalt-lisens,|0001-01-01now|https://editor.geonorge.no/thumbnails/3165138f-1461-44fe-8b10-eac44e08a10a_20141212145911_jb.JPG|Nils Ivar NesGeovekstkundesenter@kartverket.no,Nils Ivar NesKartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/geovekst/fkb-baneProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/geovekst/fkb-baneProduktark,Produktside,https://register.geonorge.no/register/versjoner/tegneregler/geovekst/fkb-baneTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:fkb_banedekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:fkb_banedekningsoversikt rutenett,dekningsoversikt celle|
iso19139|1e8d7811-87ea-429a-8d97-4ea6bbf6e010|76016|dataset|Hovedled og Biled, arealavgrensning||Farleden er gitt gjennom Forskrift om farleder (farledsforskriften).Hele norskekysten er i dag dekket av et standardisert referansesystem av ulike farledskategorier. Farledsstrukturen omfatter nettverket av sjøverts transportårer og er et nasjonalt geografisk referansesystem for tiltak innen forvaltning, planlegging, utbygging og operativ virksomhet i kystsonen.Mer om farledsstrukturen: viser hoved- og biledenes arealmessige utstrekning.|Transport networks,beredskapsbase,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,fellesDatakatalog,Samferdsel,Norge,Kyst,Farled, arealavgrensning,Hovedled,Biled,Kystverket,Farledsforskriften,Farleder,National|2.00,33.00,57.00,72.00|,No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD) 2.0,Norsk lisens for offentlige data (NLOD) 2.0,Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|2020-01-01now|https://editor.geonorge.no/thumbnails/1e8d7811-87ea-429a-8d97-4ea6bbf6e010_20201116090455_farleder.jpg,https://editor.geonorge.no/thumbnails/1e8d7811-87ea-429a-8d97-4ea6bbf6e010_20201116090455_mini_farleder.jpg,https://editor.geonorge.no/thumbnails/1e8d7811-87ea-429a-8d97-4ea6bbf6e010_20201116090455_medium_farleder.jpg|Simen SlottaKystverket3701974737019701Kystveien 30ArendalAust AgderServiceboks 625, 4809 ArendalNorgesimen.slotta@kystverket.no,Kystverket / GeodatatjenestenKystverketgeodatatjenesten@kystverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/tegneregler/kystverket/farledTegnforklaring,https://register.geonorge.no/register/versjoner/produktspesifikasjoner/kystverket/farledProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/kystverket/hovedled-og-biled-arealavgrensningProduktark,https://kystinfo.no/gjeldende_farledsforskriftProduktside,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:kyv_hovedled_biled_arealdekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:kyv_hovedled_biled_arealdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|166382b4-82d6-4ea9-a68e-6fd0c87bf788|74958|series|FKB-AR5||FKB-AR5 beskriver Norges arealressurser på detaljert nivå. AR5 vil danne grunnlag for videre ajourhold av detaljert arealressursinformasjon. AR5 er et flatedekkende datasett som er velegnet for analyseformål og kartframstillinger.|geodataloven,Norge digitalt,beredskapsbase,Det offentlige kartgrunnlaget,modellbaserteVegprosjekter,fellesDatakatalog,Landbruk,Norge,FKB,Arealressurs,AR5,ArealressursFlate,ArealressursGrense,arealtype,treslag,skogbonitet,grunnforhold,klassifiseringsmetode,avgrensingType|2.00,33.00,57.00000000000001,72.00|Bruksbegrensninger Nedlasting begrenset til Norge digitalt  avtaleparter eller kjøp gjennom  forhandlere. ,Nedlasting begrenset til Norge digitalt avtaleparter eller kjøp gjennom forhandlere.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorge digitalt begrenset,Norge digitalt begrenset,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNo conditions apply to access and use,No conditions apply to access and use,Andre restriksjoner Geovekst ,Geovekst|0001-01-01now|https://editor.geonorge.no/thumbnails/166382b4-82d6-4ea9-a68e-6fd0c87bf788_20141212151707_ar5.JPG|Nils Ivar NesKartverket+4732118100Kartverksveien 17HønefossBuskerud3507NORWAYfkb@kartverket.no,Gry OlaisenNorsk institutt for bioøkonomikundesenter@kartverket.no,Nils Ivar NesGeovekstkundesenter@kartverket.no,Nils Ivar NesKartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/fkb-ar5Produktspesifikasjon,https://register.geonorge.no/produktark/fkb-ar5Produktark,Produktside,https://register.geonorge.no/tegneregler/fkb-ar5Tegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:fkb_ar5dekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:fkb_ar5dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|420a0af3-135c-49de-bd14-e4dec9c858db|436|dataset|Kulturminner - Verneverdig tette trehusmiljøer||Datasettet dekker områder som Riksantikvaren definerer som verneverdig tette trehusmiljøer. Kulturhistorisk verneverdige tette trehusmiljøer der det må tas særskilte brannvernhensyn.Tett bebyggelse med trehus er spesielt sårbar om det skulle oppstå brann. De største områdene med sammenhengende, gammel trehusbebyggelse har vi i byer, for eksempel i Halden sentrum, gamle Stavanger og i store deler av Trondheim. Tette trehusmiljøer finnes imidlertid også på større gårdstun, som Havråtunet i Hordaland, og i gamle fiskevær, som Sør-Gjæslingan i Nord-Trøndelag.|Buildings,geodataloven,Det offentlige kartgrunnlaget,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Kulturminner,Kulturminner,trehus,trehusmiljøer,brannsmitte,brannvern,TrehusmiljøGrense,grense,Vern,vernelov,Fellesegenskaper,kommune,Trehusmiljø,National|2,33,57,72|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No use restrictions are provided.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.No restrictions are provided.|0001-01-01now|https://editor.geonorge.no/thumbnails/420a0af3-135c-49de-bd14-e4dec9c858db_20191001085104_vern.png,https://editor.geonorge.no/thumbnails/420a0af3-135c-49de-bd14-e4dec9c858db_20191001085104_mini_vern.png,https://editor.geonorge.no/thumbnails/420a0af3-135c-49de-bd14-e4dec9c858db_20191001085104_medium_vern.png|Christer Vinje GimseRiksantikvaren98202836Postboks 8196, 0034 OSLOOsloOsloPostboks 8196, 0034 OSLOchrister.vinje.gimse@ra.no,RiksantikvarenDatatjenester@ra.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktspesifikasjoner/riksantikvaren/kulturminner-verneverdig-tette-trehusmiljoerProduktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/riksantikvaren/kulturminner-verneverdig-tette-trehusmiljoerProduktark,https://register.geonorge.no/register/det-offentlige-kartgrunnlaget/riksantikvaren/kulturminner-verneverdig-tette-trehusmiljoerProduktside,https://register.geonorge.no/register/versjoner/tegneregler/riksantikvaren/kulturminner-verneverdig-tette-trehusmiljoerTegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:ra_tettetrehusmdekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:ra_tettetrehusmdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|de19fbbf-3734-47a0-89f5-6c5769071cdd|75802|dataset|Skredhendelser||Mange typer skred gjentar seg på samme plass. Det gjelder både for de nesten årvisse skredene, som er et kjent problem i mange deler av landet, og for de langt mer sjeldne skredene. Kunnskap om skred som har gått gjennom historien bidrar til en bedre forståelse av skredfaren i et område. Opplysninger om tidligere skred er derfor viktig ved kartlegging av skredutsatte områder. Skredhendelser er: Skredhendelser - omkomne, Skredhendelser - skredtype, Skredhendelser - konsekvens og Skredhendelser - snøskred.|Natural risk zones,Inspire,Det offentlige kartgrunnlaget,Norge digitalt,geodataloven,modellbaserteVegprosjekter,fellesDatakatalog,Samfunnssikkerhet,Norge fastland,Skred,Skredhendelse,Omkomne,Snøskred,Konsekvens,Skredutsatt,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerCreative Commons BY 3.0 (CC BY 3.0),Creative Commons BY 3.0 (CC BY 3.0),Andre restriksjoner ingen juridiske begrensninger ,ingen juridiske begrensninger|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?id=60028&fname=skredhendelser_s.png&access=public|Ivar PeereboomNorges vassdrags- og energidirektoratiope@nve.no,Yngve AntonsenNorges vassdrags- og energidirektoratyaa@nve.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/register/versjoner/produktark/norges-vassdrags-og-energidirektorat/skredhendelserProduktark,https://register.geonorge.no/register/versjoner/tegneregler/norges-vassdrags-og-energidirektorat/skredhendelserTegnforklaring,https://register.geonorge.no/register/versjoner/produktspesifikasjoner/norges-vassdrags-og-energidirektorat/skredhendelserProduktspesifikasjon,https://www.nve.no/flaum-og-skred/kartlegging/skred-og-flaumhendingar/skredhendelser/Produktside,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:nve_skredhendelserdekningsoversikt,hjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:nve_skredhendelserdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|3be8f59c-cf30-47b5-ab5d-61abab25942b|21423|dataset|Korallrev - forbudsområder||Datasettet viser områder hvor det er forbud mot å drive fiske i nærheten av, vedtatt i Forskrift om endring om utøvelse av fisket i sjøen, §66 annet ledd. Formålet er å beskytte korallrev.|Protected sites,Inspire,Norge digitalt,geodataloven,fellesDatakatalog,Kyst og fiskeri,kyst,norskekysten,hav,korallrev,verneområde,fiskeforbud,J-melding,National|2.00,33.00,57.00,72.00|Bruksbegrensninger All bruk av data og tjenester  fra Fiskeridirektoratet er underlagt Norsk lisens for  offentlige data (NLOD) ,All bruk av data og tjenester fra Fiskeridirektoratet er underlagt Norsk lisens for offentlige data (NLOD)|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Fiskeridirektoratet skal oppgies som kilde ,Fiskeridirektoratet skal oppgies som kilde|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=3be8f59c-cf30-47b5-ab5d-61abab25942b&access=public&fname=korall-vern_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=3be8f59c-cf30-47b5-ab5d-61abab25942b&access=public&fname=korall-vern.png|Frances ToynbeeFiskeridirektoratetkart@fiskeridir.no,Frances ToynbeeFiskeridirektoratetkart@fiskeridir.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|Produktark,https://register.geonorge.no/register/versjoner/tegneregler/fiskeridirektoratet/korallrev-forbudsomraderTegnforklaring,Produktspesifikasjon,Produktside,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:fdir_korallrev_forbudsomrdekningsoversikt,http://www.fiskeridir.no/Karthjelp,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/skwms/wms.geonorge_dekningskart?@LAYER:fdir_korallrev_forbudsomrdekningsoversikt rutenett,dekningsoversikt celle|
iso19139|b0bea40a-2e4b-4ae0-8439-7037a3b60181|96|dataset|Fastmerker - Landsnett og stamnett||Datasettet Fastmerker deles inn i tre grupper:Stam- og landsnettpunkter er bestemt med GNSS og er de mest nøyaktige fastmerkene. Ligger som oftest i rimelig avstand fra vei.Trekantpunkter er bestemt ved eldre vinkel- og avstandsmålinger og er derfor mindre nøyaktige. De anbefales ikke der det er høye krav til nøyaktighet. Trekantpunkter finnes også i områder langt fra vei. Mange av trekantpunktene i lavlandet er uegnet for GNSS-måling. Høydefastmerkene er meget godt bestemt i høyde ved presisjonsnivellement, men grunnrisskoordinatene er i mange tilfeller svært upresise. Mange høydefastmerker nær vei er dessverre gått tapt.|Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Basis geodata,Norge,fastmerke,Landsnett,Trigpunkter,Stamnett,Geodesi,Fastmerke,Fastmerkestatus,punktNummer,fastmerkeNavn,punkttype,fastmerkeEtableringsdato,fastmerkeUnderlag,fastmerkeSentrumRef,fastmerkeHøydeRef,boltHøgde,punktBeskrivelse,naturligAkse,nordKoordinat,østKoordinat,nordKoordinatEuref89Sone33,østKoordinatEuref89Sone33,nordKoordinatNGO1948,østKoordinatNGO1948,høydeNN1954,høydeEllipsoidisk,høydeNormalNN2000,beregningsDatoNGO1948,beregningsDatoEuref89,beregningsDatoNN1954,beregningsDatoNN2000,nøyaktighetNGO1948,nøyaktighetEUREF89,nøyaktighetHøydeNN1954,nøyaktighetHøydeNN2000|4.5,32.7990,57.7187,70.9183|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNo conditions apply to access and use,No conditions apply to access and use,Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=b0bea40a-2e4b-4ae0-8439-7037a3b60181&access=public&fname=,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=b0bea40a-2e4b-4ae0-8439-7037a3b60181&access=public&fname=fastmerker_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=b0bea40a-2e4b-4ae0-8439-7037a3b60181&access=public&fname=fastmerker.png|Per Chr. BratheimKartverket32 11 81 00Kartverksveien 17HønefossBuskerud3507 HønefossNorgebraper@statkart.no,Per Chr. BratheimKartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|https://register.geonorge.no/produktspesifikasjoner/fastmerkerProduktspesifikasjon,Produktark,Produktside,Tegnforklaring,TYPE:GEONORGE-WMS@PATH:https://wms.geonorge.no/wms?@LAYER:fastmerker_landsnett_stamnettdekningsoversikt,https://www.kartverket.no/Kunnskap/Kart-og-kartlegging/Referanseramme/De-koordinatbestemte-fastmerkene/hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|3a62a8dc-39ac-4309-a9e8-9e03ff1bfa87|290|dataset|N2000 Raster||N2000 Raster er en presentasjon av dataene i N2000 Kartdata som er tilpasset målestokk 1:1 500 000 til 1:3 000 000. N2000 Raster dekker fastlands-Norge og er begrenset av riksgrensen mot nabolandene og territorialgrensen i havet. N2000 Raster baserer seg på N2000 Kartdata og distribueres ukentlig. N2000 Raster på GeoTIFF-format leveres som en landsdekkende fil. Følgende referansefil medfølger: SOSI og TFW|Norge digitalt,Åpne data,beredskapsbase,fellesDatakatalog,Basis geodata,Norge fastland,Kartdata,N2000,Raster,N2000 Raster,Landsdekkende,1:2000000,1: 2000 000,Rasterkart,Kart over Norge|4.0,32.0,57.0,72.0|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerCreative Commons BY 4.0 (CC BY 4.0),Creative Commons BY 4.0 (CC BY 4.0),|0001-01-01now|http://editor.geonorge.no/thumbnails/3a62a8dc-39ac-4309-a9e8-9e03ff1bfa87_20151221155756_mini_n2000raster.png,http://editor.geonorge.no/thumbnails/3a62a8dc-39ac-4309-a9e8-9e03ff1bfa87_20151221155756_n2000raster.png|Signy BergeKartverket+4732118100+4732118101Kartverksveien 21HønefossBuskerud3507 HønefossNorgesigny.berge@kartverket.no,Kartverketkundesenter@kartverket.no|https://nedlasting.geonorge.no/api/capabilities/|2024-02-12|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/kartverket/n2000-rasterProduktark,Produktside,https://register.geonorge.no/register/versjoner/tegneregler/kartverket/n2000-kartdataTegnforklaring,dekningsoversikt,https://kartverket.no/data/hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
